Type,Address,ZIP,Purchase Amt,Purchase Down %,1st Amount,2nd Amount,CLTV %,Purchase Date,Purchase Type,City,Owner Occ?,Listed for Sale?
CND,195 HUDSON ST 5B,10013,6100000,100,,,0,4/10/2023,Market,NEW YORK,0,0
CND,195 HUDSON ST 4E,10013,3495000,29,2495000,,73,2/16/2022,Market,NEW YORK,1,0
CND,195 HUDSON ST 5D,10013,7800000,68,2500000,,54,1/10/2022,Market,NEW YORK,1,0
CND,443 GREENWICH ST 1B,10013,6700000,100,,,0,1/20/2022,Market,NEW YORK,1,0
CND,443 GREENWICH ST 1A,10013,6200000,100,,,0,4/6/2022,Market,NEW YORK,1,0
CND,443 GREENWICH ST 1G,10013,6053000,40,3630000,,54,2/11/2019,Market,NEW YORK,1,0
CND,443 GREENWICH ST 2F,10013,10700000,100,,,0,5/31/2022,Market,NEW YORK,1,0
CND,443 GREENWICH ST 2G,10013,8000000,100,,,0,12/28/2020,Market,NEW YORK,1,0
CND,443 GREENWICH ST 2H,10013,16500000,100,,,0,1/18/2022,Market,NEW YORK,1,0
CND,443 GREENWICH ST 3H,10013,13395078,100,7530000,,56,7/28/2017,Market,NEW YORK,1,0
CND,443 GREENWICH ST 4F,10013,11000000,100,,,0,7/25/2023,Market,NEW YORK,0,0
CND,443 GREENWICH ST 5H,10013,14995000,100,,,0,6/6/2023,Market,NEW YORK,0,0
CND,443 GREENWICH ST 6G,10013,12800000,100,,,0,11/24/2021,Market,NEW YORK,1,0
CND,443 GREENWICH ST 6F,10013,9750000,100,,,0,1/23/2023,Market,NEW YORK,1,0
CND,443 GREENWICH ST PHB,10013,36000000,100,,,0,9/19/2023,Market,NEW YORK,0,0
CND,70 VESTRY ST 4F,10013,7550000,100,,,0,6/21/2021,Market,NEW YORK,1,0
CND,70 VESTRY ST 5F,10013,7900000,100,,,0,6/27/2023,Market,NEW YORK,0,0
SFR,464 GREENWICH ST,10013,23500000,100,14100000,,54,2/7/2023,Market,NEW YORK,1,0
CND,462 GREENWICH ST 3,10013,3300000,100,2310000,495000,89,4/28/2022,Market,NEW YORK,1,0
CND,131 WATTS ST R-4,10013,4050000,26,3000000,,66,6/7/2016,Market,NEW YORK,0,0
CND,16 DESBROSSES ST 3N,10013,3400000,20,2720000,,68,3/9/2018,Market,NEW YORK,0,0
CND,311 W BROADWAY 3E,10013,4000000,50,2000000,27372,36,7/22/2013,Market,NEW YORK,0,0
CND,311 W BROADWAY 4I,10013,2645000,25,1983750,,60,7/29/2021,Market,NEW YORK,1,0
CND,311 W BROADWAY 5F,10013,2900000,100,,,0,4/16/2015,Market,NEW YORK,1,0
CND,311 W BROADWAY 3F,10013,2695000,100,,,0,11/9/2023,Market,NEW YORK,0,0
CND,311 W BROADWAY 4J,10013,2900000,100,2465000,,80,9/9/2022,Market,NEW YORK,1,0
CND,311 W BROADWAY 4G,10013,2700000,100,,,0,12/8/2016,Market,NEW YORK,1,0
CND,311 W BROADWAY 7H,10013,3050000,100,,,0,8/23/2016,Market,NEW YORK,0,0
CND,311 W BROADWAY 7G,10013,2550000,22,2000000,,79,2/9/2022,Market,NEW YORK,1,0
CND,311 W BROADWAY 2C,10013,2315000,100,,,0,6/30/2021,Market,NEW YORK,1,0
CND,311 W BROADWAY 7J,10013,3125000,20,2500000,,77,4/7/2022,Market,NEW YORK,1,0
CND,311 W BROADWAY 6B,10013,3820000,100,,,0,9/14/2018,Market,NEW YORK,1,0
CND,311 W BROADWAY 7B,10013,3650000,20,2920000,,68,3/30/2022,Market,NEW YORK,1,0
CND,311 W BROADWAY 6C,10013,2450000,100,,,0,6/16/2022,Market,NEW YORK,1,0
CND,311 W BROADWAY 8A,10013,4100000,100,,,0,5/3/2013,Market,NEW YORK,1,0
CND,311 W BROADWAY 7A,10013,4200000,100,,,0,8/18/2023,Market,NEW YORK,1,0
CND,325 W BROADWAY 4B,10013,3827812,100,,,0,6/25/2021,Market,NEW YORK,1,0
CND,11 MERCER ST 3A,10013,6000000,20,4800000,,76,4/4/2022,Market,NEW YORK,1,0
CND,20 GREENE ST 2B,10013,7550000,100,,,0,6/30/2023,Market,NEW YORK,0,0
CND,15 MERCER ST 5A,10013,7480000,100,,,0,5/19/2022,Market,NEW YORK,1,0
CND,22 MERCER ST 3C,10013,2850000,100,500000,,12,1/30/2007,Market,NEW YORK,0,0
CND,22 MERCER ST 2B,10013,3780000,100,,,0,6/11/2015,Market,NEW YORK,1,0
CND,22 MERCER ST 3B,10013,3150000,100,2362500,,61,11/10/2021,Market,NEW YORK,1,0
CND,22 MERCER ST PHC,10013,7650000,35,5000000,,62,7/28/2021,Market,NEW YORK,1,0
CND,22 MERCER ST 2D,10013,4250000,100,,,0,6/27/2023,Market,NEW YORK,0,0
CND,22 MERCER ST PHA,10013,7500000,59,3100000,,43,8/2/2023,Market,NEW YORK,0,0
CND,22 MERCER ST 4D,10013,5150000,100,,,0,8/17/2022,Market,NEW YORK,1,0
CND,307 CANAL ST 5S,10013,1700000,100,1000000,,39,6/1/2023,Market,NEW YORK,0,0
CND,129 GRAND ST R2,10013,6375000,100,,,0,8/31/2023,Market,NEW YORK,0,0
CND,129 GRAND ST R4,10013,7015000,100,,,0,4/4/2023,Market,NEW YORK,0,0
CND,161 GRAND ST 4B,10013,2900000,100,,,0,7/29/2021,Market,NEW YORK,1,0
CND,161 GRAND ST 5B,10013,2725000,100,,,0,7/23/2021,Market,NEW YORK,1,0
CND,136 BAXTER ST 5A,10013,2825000,20,2260000,,81,3/19/2021,Market,NEW YORK,1,0
CND,136 BAXTER ST 5C,10013,3500000,100,,,0,7/26/2021,Market,NEW YORK,1,0
CND,133 MULBERRY ST 2B,10013,3100000,100,,,0,3/31/2022,Market,NEW YORK,1,0
CND,133 MULBERRY ST 3C,10013,2250000,29,1595000,,71,12/20/2021,Market,NEW YORK,1,0
CND,133 MULBERRY ST 3D,10013,2400000,20,1920000,,78,12/6/2021,Market,NEW YORK,1,0
CND,133 MULBERRY ST 5D,10013,2400000,30,1680000,,71,11/3/2022,Market,NEW YORK,1,0
CND,133 MULBERRY ST 6A,10013,2450000,100,,,0,7/26/2023,Market,NEW YORK,1,0
CND,80 ELIZABETH ST 2A,10013,1180000,20,944000,,83,5/19/2022,Market,NEW YORK,1,0
CND,80 ELIZABETH ST 2G,10013,885000,100,,,0,10/24/2013,Market,NEW YORK,1,0
CND,80 ELIZABETH ST 6H,10013,1055000,100,,,0,10/29/2018,Market,NEW YORK,0,0
CND,80 ELIZABETH ST 6K,10013,925000,51,400000,,39,8/6/2014,Market,NEW YORK,0,0
CND,80 ELIZABETH ST 8G,10013,920000,100,,,0,7/5/2016,Market,NEW YORK,1,0
CND,122 ELIZABETH ST 2A,10013,700000,100,509500,,36,5/8/2013,Market,NEW YORK,1,0
CND,122 ELIZABETH ST 4A,10013,1308000,100,,,0,6/27/2017,Market,NEW YORK,1,0
CND,122 ELIZABETH ST 6D,10013,612000,32,382700,,52,8/9/2016,Market,NEW YORK,1,0
CND,122 ELIZABETH ST 7B,10013,1200000,20,960000,,70,4/3/2019,Market,NEW YORK,1,0
SFR,2 CENTRE MARKET PL,10013,7090000,100,,,0,3/17/2017,Market,NEW YORK,1,0
SFR,1 CENTRE MARKET PL,10013,4607000,100,,,0,12/14/2018,Market,NEW YORK,0,0
CND,381 BROOME ST 4,10013,1950100,40,350000,,18,7/13/2015,Market,NEW YORK,0,0
CND,176 MULBERRY ST PH,10013,3625000,100,1000000,,25,4/8/2021,Market,NEW YORK,1,0
CND,476 BROADWAY 4F,10013,6995000,43,4000000,,59,4/8/2022,Market,NEW YORK,1,0
CND,30 CROSBY ST M2,10013,4850000,100,750000,17263,14,5/12/2021,Market,NEW YORK,1,0
CND,30 CROSBY ST 2B,10013,8600000,100,,,0,3/8/2022,Market,NEW YORK,1,0
CND,30 CROSBY ST 3A,10013,8500000,100,,,0,1/20/2016,Market,NEW YORK,1,0
CND,30 CROSBY ST 4B,10013,7990000,100,,,0,5/18/2015,Market,NEW YORK,0,0
CND,476 BROADWAY 5F,10013,7250000,100,,,0,5/12/2022,Market,NEW YORK,1,0
CND,30 CROSBY ST 4A,10013,7075000,46,3850000,39030,40,5/7/2012,Market,NEW YORK,0,0
CND,30 CROSBY ST 3B,10013,8325000,100,4995000,,55,9/21/2021,Market,NEW YORK,1,0
CND,475 BROADWAY 4E,10013,3010000,100,1549745,102129,33,12/10/2012,Market,NEW YORK,1,0
CND,475 BROADWAY 5E,10013,3785000,100,,,0,6/1/2023,Market,NEW YORK,0,0
CND,40 MERCER ST 8,10013,7475000,100,4858000,,73,9/11/2013,Market,NEW YORK,1,0
CND,40 MERCER ST 21,10013,6394375,100,,,0,3/8/2022,Market,NEW YORK,1,0
CND,40 MERCER ST 23,10013,6350000,40,3810000,,60,10/28/2021,Market,NEW YORK,1,0
CND,40 MERCER ST 22,10013,3815000,100,,,0,7/26/2023,Market,NEW YORK,1,0
CND,40 MERCER ST 26,10013,7050000,38,4400000,,54,3/15/2016,Market,NEW YORK,0,0
CND,40 MERCER ST 27,10013,4150000,100,,,0,2/13/2013,Market,NEW YORK,0,0
CND,40 MERCER ST 39,10013,7900000,100,,,0,5/23/2023,Market,NEW YORK,1,0
CND,44 MERCER ST PH,10013,6200000,100,,,0,9/25/2014,Market,NEW YORK,0,0
CND,44 MERCER ST 3,10013,3825000,100,,,0,9/15/2016,Market,NEW YORK,1,0
CND,351 W BROADWAY 3,10013,3040000,100,,,0,3/22/2021,Market,NEW YORK,1,0
CND,45 GREENE ST 6,10013,7650000,40,4590000,,66,3/10/2022,Market,NEW YORK,1,0
CND,42 WOOSTER ST 2NOFR,10013,4500000,20,3600000,310000,69,1/17/2014,Market,NEW YORK,1,0
CND,42 WOOSTER ST 4NOFR,10013,6150000,100,,,0,9/9/2021,Market,NEW YORK,1,0
CND,45 GREENE ST 5,10013,3775000,100,,,0,7/30/2020,Market,NEW YORK,1,0
CND,37 GREENE ST 3,10013,6000100,100,,,0,7/17/2014,Market,NEW YORK,0,0
CND,43 WOOSTER ST 4E,10013,3600000,100,,,0,3/16/2023,Market,NEW YORK,1,0
CND,60 GRAND ST 2,10013,1527375,100,500000,50000,15,6/22/2016,Market,NEW YORK,1,0
CND,43 WOOSTER ST 3E,10013,3975000,100,,,0,7/8/2016,Market,NEW YORK,1,0
CND,43 WOOSTER ST 2W,10013,4150000,100,2697500,,66,1/21/2022,Market,NEW YORK,1,0
CND,60 GRAND ST 6,10013,2650000,81,500000,,13,1/8/2021,Market,NEW YORK,1,0
CND,525 BROOME ST 3,10013,3850000,100,,,0,5/21/2015,Market,NEW YORK,1,0
CND,350 W BROADWAY 5,10013,7850000,30,5495000,,77,8/23/2022,Market,NEW YORK,1,0
CND,350 W BROADWAY 6,10013,6200000,100,,,0,12/27/2022,Market,NEW YORK,1,0
CND,354 BROOME ST 3C,10013,1315000,38,815000,,61,4/21/2022,Market,NEW YORK,1,0
CND,354 BROOME ST 4B,10013,2425000,100,,,0,3/19/2021,Market,NEW YORK,1,0
CND,354 BROOME ST 3F,10013,2300000,25,1725000,,76,8/22/2023,Market,NEW YORK,1,0
CND,354 BROOME ST 3G,10013,952500,25,714375,,73,11/3/2023,Market,NEW YORK,1,0
CND,354 BROOME ST 4C,10013,1875000,20,1500000,,59,3/9/2021,Market,NEW YORK,1,0
CND,354 BROOME ST 6H,10013,2092500,100,,,0,9/9/2015,Market,NEW YORK,0,0
CND,180 AVENUE OF THE AMERICAS 7B,10013,3850000,22,3000000,,58,8/26/2020,Market,NEW YORK,1,0
CND,180 AVENUE OF THE AMERICAS 4D,10013,2946750,100,,,0,8/8/2023,Market,NEW YORK,0,0
CND,180 AVENUE OF THE AMERICAS 10B,10013,570000,100,,,0,3/21/2019,Market,NEW YORK,0,0
SFR,9 VANDAM ST,10013,4200000,100,243610,2425000,58,8/28/2013,Market,NEW YORK,0,0
SFR,27 VANDAM ST,10013,14800000,20,11840000,,89,7/25/2022,Market,NEW YORK,1,0
CND,491 GREENWICH ST 5B,10013,2050000,100,,,0,8/18/2015,Market,NEW YORK,0,0
CND,505 GREENWICH ST 1D,10013,1910000,,1528000,500000,85,10/30/2019,NonMarket-Family,NEW YORK,0,0
CND,505 GREENWICH ST 1A,10013,3325000,30,2325000,11014,67,8/17/2018,Market,NEW YORK,1,0
CND,505 GREENWICH ST 2C,10013,5600000,68,1795355,,32,5/20/2021,Market,NEW YORK,1,0
CND,505 GREENWICH ST 6A,10013,2700000,40,1620000,,50,5/24/2021,Market,NEW YORK,1,0
CND,505 GREENWICH ST 11A,10013,3357000,30,2349900,,69,6/7/2022,Market,NEW YORK,1,0
CND,505 GREENWICH ST 14A,10013,2925000,100,,,0,5/6/2013,Market,NEW YORK,0,0
CND,505 GREENWICH ST 6C,10013,1450000,100,,,0,4/24/2013,Market,NEW YORK,1,0
CND,505 GREENWICH ST 11C,10013,1900000,100,,,0,8/6/2014,Market,NEW YORK,0,0
CND,505 GREENWICH ST 4E,10013,2275000,100,,,0,5/16/2022,Market,NEW YORK,1,0
CND,505 GREENWICH ST 7E,10013,2325000,23,1800000,,73,1/6/2022,Market,NEW YORK,1,0
CND,505 GREENWICH ST 8E,10013,2250000,100,,,0,10/6/2021,Market,NEW YORK,1,0
CND,505 GREENWICH ST 10E,10013,2450000,20,1960000,,65,11/16/2015,Market,NEW YORK,0,0
CND,505 GREENWICH ST 11E,10013,2400000,38,1500000,,61,7/15/2022,Market,NEW YORK,1,0
CND,505 GREENWICH ST 14E,10013,2750000,20,2200000,,81,11/6/2023,Market,NEW YORK,1,0
CND,505 GREENWICH ST 4F,10013,1425000,20,1140000,,70,1/20/2021,Market,NEW YORK,1,0
CND,505 GREENWICH ST 7F,10013,1360000,20,1088000,,67,4/29/2021,Market,NEW YORK,1,0
CND,505 GREENWICH ST 11F,10013,1495000,100,,,0,8/30/2021,Market,NEW YORK,1,0
CND,505 GREENWICH ST 14F,10013,1500000,100,,,0,7/29/2021,Market,NEW YORK,1,0
CND,505 GREENWICH ST 5G,10013,1230000,100,,,0,1/14/2015,Market,NEW YORK,0,0
CND,505 GREENWICH ST 9G,10013,1320000,100,,,0,12/22/2021,Market,NEW YORK,1,0
CND,304 SPRING ST 7,10013,3170000,37,1921990,,52,4/23/2013,Market,NEW YORK,1,0
CND,304 SPRING ST 8,10013,3750000,40,2250000,,63,10/14/2022,Market,NEW YORK,1,0
CND,255 HUDSON ST 2A,10013,2072000,89,225997,,8,6/2/2020,Market,NEW YORK,1,0
CND,255 HUDSON ST 3A,10013,1940000,49,990000,,38,12/9/2021,Market,NEW YORK,1,0
CND,255 HUDSON ST 4D,10013,1550000,90,162500,,10,5/10/2022,Market,NEW YORK,1,0
CND,255 HUDSON ST 4F,10013,1065000,38,16520,,1,1/22/2015,Market,NEW YORK,1,0
CND,255 HUDSON ST 5B,10013,1800000,50,900000,,44,4/17/2023,Market,NEW YORK,0,0
CND,255 HUDSON ST 5D,10013,1455000,88,,,0,11/12/2015,Market,NEW YORK,1,0
CND,255 HUDSON ST 6E,10013,1735000,25,1301250,,59,7/25/2017,Market,NEW YORK,1,0
CND,255 HUDSON ST 6C,10013,1495000,100,,,0,11/18/2016,Market,NEW YORK,0,0
CND,255 HUDSON ST 7D,10013,1500000,37,950000,26352,54,12/1/2017,Market,NEW YORK,1,0
CND,255 HUDSON ST 7B,10013,1925000,20,1535000,,69,8/13/2021,Market,NEW YORK,1,0
CND,255 HUDSON ST 6D,10013,1521000,100,1183500,,71,12/2/2021,Market,NEW YORK,1,0
CND,255 HUDSON ST 7A,10013,2367500,100,,,0,11/5/2018,Market,NEW YORK,0,0
CND,255 HUDSON ST 8D,10013,1490000,100,,,0,4/23/2015,Market,NEW YORK,0,0
CND,255 HUDSON ST 7C,10013,1400000,100,,,0,4/23/2020,Market,NEW YORK,1,0
CND,255 HUDSON ST 9C,10013,1150000,100,,,0,6/14/2021,Market,NEW YORK,1,0
CND,255 HUDSON ST 8E,10013,1460000,100,,,0,8/9/2021,Market,NEW YORK,1,0
CND,255 HUDSON ST 10C,10013,1137500,32,775000,,53,1/11/2021,Market,NEW YORK,1,0
CND,255 HUDSON ST 9A,10013,2995000,50,1500000,,47,11/21/2017,Market,NEW YORK,0,0
CND,475 GREENWICH ST 2C,10013,1250000,30,875000,,58,1/6/2021,Market,NEW YORK,1,0
CND,475 GREENWICH ST 3A,10013,3650000,35,2372500,,62,8/11/2021,Market,NEW YORK,1,0
CND,475 GREENWICH ST 4A,10013,3695000,25,2771250,,75,1/12/2022,Market,NEW YORK,1,0
CND,475 GREENWICH ST 4C,10013,1525000,34,1000000,,57,1/31/2017,Market,NEW YORK,0,0
CND,475 GREENWICH ST 3D,10013,2600000,25,1950000,,62,5/25/2021,Market,NEW YORK,1,0
CND,22 RENWICK ST 3A,10013,1892500,78,410096,,18,7/3/2017,Market,NEW YORK,1,0
CND,22 RENWICK ST 6B,10013,1900000,20,1520000,,71,7/5/2017,Market,NEW YORK,1,0
CND,22 RENWICK ST 7B,10013,1830000,84,300000,,16,8/24/2022,Market,NEW YORK,1,0
CND,15 RENWICK ST 302,10013,1988642,100,,,0,8/9/2016,Market,NEW YORK,1,0
CND,15 RENWICK ST 202,10013,2300000,30,1610000,,68,10/28/2021,Market,NEW YORK,1,0
CND,15 RENWICK ST 403,10013,2085000,100,,,0,10/3/2023,Market,NEW YORK,0,0
CND,15 RENWICK ST TH2,10013,4200000,80,827393,,21,1/13/2023,Market,NEW YORK,1,0
CND,15 RENWICK ST 602,10013,2650504,100,,,0,3/4/2016,Market,NEW YORK,0,0
CND,15 RENWICK ST 303,10013,2200000,100,1540000,,72,9/14/2021,Market,NEW YORK,1,0
CND,15 RENWICK ST 401,10013,2835000,100,,,0,8/14/2018,Market,NEW YORK,0,0
CND,15 RENWICK ST 701,10013,2600000,100,,,0,6/29/2021,Market,NEW YORK,1,0
CND,15 RENWICK ST 804,10013,3668854,100,,,0,5/18/2017,Market,NEW YORK,0,0
CND,459 WASHINGTON ST 2S,10013,3500000,20,2800000,,80,8/2/2023,Market,NEW YORK,0,0
CND,459 WASHINGTON ST 4S,10013,4200000,100,,,0,1/21/2022,Market,NEW YORK,1,0
CND,130 WATTS ST 4S,10013,2665000,30,1865500,,74,11/2/2022,Market,NEW YORK,1,0
CND,459 WASHINGTON ST 6N,10013,3700000,30,2590000,9494,60,7/17/2018,Market,NEW YORK,0,0
CND,459 WASHINGTON ST 5S,10013,47500000,100,750000,,14,4/15/2022,Market,NEW YORK,1,0
CND,482 GREENWICH ST 3,10013,4995000,20,3996000,,87,4/20/2022,Market,NEW YORK,1,0
CND,482 GREENWICH ST 5,10013,5450000,52,2615464,,52,10/3/2023,Market,NEW YORK,0,0
CND,330 SPRING ST 2A,10013,2250000,25,1687500,,61,8/6/2021,Market,NEW YORK,1,0
CND,330 SPRING ST 2B,10013,3500000,20,2799000,,73,4/12/2023,Market,NEW YORK,1,0
CND,330 SPRING ST 3A,10013,2750000,100,,,0,1/17/2018,Market,NEW YORK,1,0
CND,330 SPRING ST 4C,10013,2195000,32,1500000,,55,12/20/2016,Market,NEW YORK,1,0
CND,330 SPRING ST 3C,10013,1900000,26,1400000,,62,8/4/2021,Market,NEW YORK,1,0
CND,482 GREENWICH ST 2B,10013,1250000,28,900000,,68,12/6/2021,Market,NEW YORK,1,0
CND,330 SPRING ST 3B,10013,3600000,17,3000000,242700,79,3/26/2021,Market,NEW YORK,1,0
CND,330 SPRING ST 4D,10013,2000000,25,1500000,,54,5/13/2020,Market,NEW YORK,1,0
CND,330 SPRING ST 5A,10013,2500000,20,1999000,,52,7/1/2013,Market,NEW YORK,1,0
CND,330 SPRING ST 6B,10013,3500000,100,32302,,1,2/5/2018,Market,NEW YORK,1,0
CND,330 SPRING ST 5D,10013,2310000,100,1148000,,40,5/7/2020,Market,NEW YORK,1,0
CND,330 SPRING ST 10A,10013,3100000,100,,,0,11/20/2020,Market,NEW YORK,1,0
CND,330 SPRING ST 7B,10013,3600000,30,2520000,17395,56,3/16/2015,Market,NEW YORK,1,0
CND,330 SPRING ST 7A,10013,3200000,76,770382,,24,12/29/2021,Market,NEW YORK,1,1
CND,330 SPRING ST 10D,10013,2525000,40,1515000,,56,4/19/2021,Market,NEW YORK,1,0
CND,330 SPRING ST 7C,10013,1865625,25,1399218,,58,12/29/2020,Market,NEW YORK,1,0
CND,330 SPRING ST 8A,10013,3100000,100,,,0,3/23/2020,Market,NEW YORK,0,0
CND,330 SPRING ST 11D,10013,2730000,40,1638000,,68,7/10/2023,Market,NEW YORK,1,0
CND,330 SPRING ST 11C,10013,2740000,27,2000000,,71,2/8/2022,Market,NEW YORK,1,0
CND,471 WASHINGTON ST 1C,10013,2825000,15,2401250,,63,9/20/2016,Market,NEW YORK,1,0
CND,471 WASHINGTON ST 1B,10013,4775000,30,3342500,,59,8/19/2016,Market,NEW YORK,1,0
CND,481 WASHINGTON ST 4S,10013,5985000,33,4000000,,55,3/17/2016,Market,NEW YORK,1,0
CND,481 WASHINGTON ST 3S,10013,5500000,100,3000000,,48,11/17/2015,Market,NEW YORK,0,0
CND,481 WASHINGTON ST PHC,10013,11962500,84,1900000,,43,6/20/2023,Market,NEW YORK,0,0
CND,290 WEST ST 2B,10013,5125000,35,3331250,,65,3/25/2022,Market,NEW YORK,1,0
CND,290 WEST ST 3A,10013,7000000,100,5000000,,75,5/25/2023,Market,NEW YORK,0,0
CND,290 WEST ST 5B,10013,6175000,35,3999999,,66,10/12/2021,Market,NEW YORK,1,0
CND,290 WEST ST 5A,10013,6900000,100,,,0,11/19/2021,Market,NEW YORK,1,0
CND,95 VANDAM ST 2R,10013,285000,100,1295000,,36,5/11/1995,Market Flip,NEW YORK,1,0
CND,3538 JUNCTION BLVD 5C,11368,438000,30,320000,,71,6/21/2022,Market,CORONA,1,0
CND,3538 JUNCTION BLVD 5B,11368,358000,40,214800,,46,9/20/2017,Market,CORONA,0,0
CND,3538 JUNCTION BLVD 5H,11368,487000,15,,,0,3/13/2020,Market,FLUSHING,1,0
CND,3538 JUNCTION BLVD 6C,11368,428000,53,273000,,52,2/4/2019,Market,CORONA,1,0
CND,3538 JUNCTION BLVD 5G,11368,428000,100,,,0,11/29/2021,Market,FLUSHING,0,0
CND,4048 97TH ST 4D,11368,324480,100,,,0,8/16/2016,Market,CORONA,1,0
CND,4048 97TH ST 4B,11368,475000,58,200000,,21,12/29/2021,Market,CORONA,1,0
CND,4048 97TH ST 4E,11368,299130,100,,,0,8/15/2016,Market,CORONA,1,0
CND,4110 97TH PL 4A,11368,250000,100,,,0,9/8/2017,Market,FLUSHING,0,0
SFR,9904 42ND AVE,11368,640000,100,,,0,2/17/2021,Market,CORONA,1,0
CND,9905 43RD AVE 2A,11368,250000,100,,,0,8/26/2015,Market,FLUSHING,0,0
CND,9905 43RD AVE 1B,11368,350000,57,150000,,38,1/9/2020,Market,CORONA,1,0
CND,9905 43RD AVE 1A,11368,260100,100,,,0,6/19/2018,Market,CORONA,0,0
CND,9905 43RD AVE 4B,11368,300000,40,180000,,46,11/28/2018,Market,FLUSHING,0,0
CND,9905 43RD AVE 3B,11368,345000,,,,0,8/28/2019,NonMarket-Family,FLUSHING,0,0
CND,9907 43RD AVE 4B,11368,232000,100,,,0,1/4/2016,Market,CORONA,1,0
SFR,4515 JUNCTION BLVD,11368,650000,50,328000,,36,2/25/2016,Market,CORONA,1,0
SFR,9613 46TH AVE,11368,850000,40,510000,,56,8/9/2021,Market,CORONA,1,0
SFR,9755 CORONA AVE,11368,600000,7,558000,,60,9/11/2017,Market,FLUSHING,0,0
SFR,4507 97TH PL,11368,890000,20,712000,,80,7/18/2023,Market,FLUSHING,1,0
SFR,4504 98TH ST,11368,450000,20,360000,,32,3/21/2013,Market,CORONA,1,0
SFR,9779 CORONA AVE,11368,463000,40,277000,193823,45,12/3/2013,Market,CORONA,1,0
SFR,4530 NATIONAL ST,11368,720000,20,576000,,73,7/1/2022,Market,FLUSHING,0,0
SFR,10123 NICOLLS AVE,11368,475000,8,434981,,36,9/7/2013,Market,CORONA,1,0
CND,10607 NORTHERN BLVD 5A,11368,410000,100,,,0,9/20/2021,Market,FLUSHING,1,0
CND,10607 NORTHERN BLVD 5B,11368,530000,100,,,0,2/21/2023,Market,FLUSHING,0,0
SFR,9617 34TH AVE,11368,826000,100,,,0,3/23/2022,Market,FLUSHING,0,0
SFR,3317 100TH ST,11368,940000,43,208137,,22,3/6/2018,Market,FLUSHING,0,0
SFR,3314 102ND ST,11368,640000,53,300000,,44,4/29/2022,Market,CORONA,0,0
SFR,3328 104TH ST,11368,644300,100,,,0,1/7/2022,Market,CORONA,0,0
SFR,3325 104TH ST,11368,699000,23,540000,15423,60,2/10/2017,Market,CORONA,1,0
SFR,3329 104TH ST,11368,829000,21,654900,,81,9/7/2023,Market,FLUSHING,1,0
SFR,10505 34TH AVE,11368,730000,36,465000,,56,2/9/2021,Market,FLUSHING,1,0
SFR,3335 107TH ST,11368,765000,100,,,0,1/17/2018,Market,FLUSHING,1,0
CND,11202 NORTHERN BLVD 2B,11368,340000,41,200000,,42,11/16/2015,Market,FLUSHING,1,0
CND,11202 NORTHERN BLVD 2A,11368,385000,100,,,0,10/17/2023,Market,CORONA,0,0
CND,11202 NORTHERN BLVD 2F,11368,636406,12,562500,,85,8/23/2016,Market,CORONA,1,0
CND,11202 NORTHERN BLVD 2G,11368,580247,16,485000,,78,3/1/2016,Market,FLUSHING,0,0
CND,11202 NORTHERN BLVD 3G,11368,602517,100,,,0,1/19/2016,Market,FLUSHING,0,0
CND,11202 NORTHERN BLVD 6C,11368,390716,100,,,0,5/5/2015,Market,FLUSHING,1,0
CND,11202 NORTHERN BLVD 5B,11368,400000,100,,,0,5/5/2016,Market,FLUSHING,1,0
CND,11202 NORTHERN BLVD 5G,11368,583274,21,462400,35800,78,11/23/2015,Market,CORONA,1,0
CND,11202 NORTHERN BLVD PH-C,11368,436020,82,,,0,3/15/2016,Market,CORONA,1,0
CND,11202 NORTHERN BLVD 6TH,11368,648760,21,511200,,60,3/23/2016,Market,CORONA,1,0
CND,11202 NORTHERN BLVD 6F,11368,641497,31,308584,,52,6/29/2016,Market,CORONA,1,0
CND,11202 NORTHERN BLVD PH-F,11368,666953,100,,,0,5/4/2016,Market,CORONA,1,0
SFR,10114 34TH AVE,11368,550000,24,399000,,43,8/13/2015,Market,CORONA,1,0
SFR,3544 97TH ST,11368,742000,50,371000,19695,38,11/18/2016,Market,FLUSHING,0,0
CND,10005 37TH AVE 2A,11368,438000,50,219000,,46,5/30/2023,Market,CORONA,0,0
SFR,3531 101ST ST,11368,673000,54,300000,,35,3/2/2016,Market,CORONA,1,0
SFR,10328 34TH AVE,11368,499000,10,449000,9587,51,11/15/2014,Market,CORONA,1,0
SFR,3518 104TH ST,11368,540000,20,400000,,48,11/4/2015,Market,CORONA,1,0
SFR,3521 105TH ST,11368,850000,40,510000,,56,4/25/2022,Market,CORONA,1,0
SFR,3508 109TH ST,11368,625000,32,425000,13324,74,9/11/2018,Market,CORONA,1,0
SFR,10830 35TH AVE,11368,588000,25,441000,,67,7/7/2021,Market,FLUSHING,1,0
SFR,10809 36TH AVE,11368,525000,40,315000,,38,12/1/2014,Market,CORONA,1,0
SFR,3510 109TH ST,11368,350000,50,,,0,3/18/2014,Market,FLUSHING,0,0
SFR,10816 36TH AVE,11368,495000,25,371125,10868,44,6/15/2017,Market,FLUSHING,0,0
SFR,3450 111TH ST,11368,490000,33,330400,,37,3/12/2014,Market,CORONA,1,0
SFR,3449 110TH ST,11368,550000,40,330000,,42,11/7/2018,Market,CORONA,1,0
SFR,3421 110TH ST,11368,540000,20,470000,,59,5/6/2015,Market,CORONA,1,0
